end_date,intrinsic,trigger
2016-05-08,National average retail gasoline price decreased. Ethanol blending volume continued to increase since 2010. Short-term gasoline prices expected to decrease/remain stable due to oversupply and increasing renewable energy.,
2016-05-15,"National average retail regular gasoline price increased $0.022/gallon from last week. US is largest crude oil producer. Predictions for stable/rising prices based on production, inventory, and demand.",
2016-05-22,"National average retail gasoline price increased, nearing 2016 high, with regional double-digit increases. Total motor gasoline inventories increased by 2.0 million barrels, well above average.",
2016-05-29,"National average retail gasoline price increased to $2.339/gallon, up $0.039 from last week. US remained largest petroleum producer in 2015. Short-term prices predicted to increase slightly due to inventory decrease and refinery activity.",
2016-06-05,National average retail gasoline price increased for fourth consecutive week; refinery capacity and production increasing; predictions of continued short-term price rises and long-term decrease potential.,
2016-06-12,"Gasoline prices rose for fifth week, driven by strong demand and summer driving season. Natural gas production growth from shale gas expected.","Fort McMurray fires reduced Canada's oil sands production, impacting crude oil prices."
2016-06-19,"Underlying market oversupply and expected increase in US shale oil production. Gasoline prices decreased to $2.353 per gallon on June 20, $0.046 under last week's price.","Average U.S. gas prices climbed to a 2016 high during the week, driven by recent crude oil price increases."
2016-06-26,"National average retail gasoline price decreased to $2.329/gallon. Expected continued short-term decrease due to crude oil surplus, contango, and increased refinery capacity.",
2016-07-03,National average retail gasoline price decreased to $0.038 below last week. Expected to remain stable/decrease due to surplus. Low oil prices may lead to reduced fuel subsidies and pressure on refiners.,
2016-07-10,National average retail gasoline price decreased for fourth consecutive week. Low natural gas and oil prices in U.S. support increased ethanol production.,
2016-07-17,Retail gasoline prices decreased for fifth consecutive week. Short-term outlook predicts continued price drops due to supply/demand dynamics and rising U.S. crude oil production.,
2016-07-24,"National average retail regular gasoline price decreased for the sixth consecutive week. Prices expected to remain stable or decrease in the short term due to increased production and inventories, potentially increasing consumption.",
2016-07-31,Gasoline prices decreased for seventh consecutive week. U.S. crude oil supplies reached an 86-year high for July.,
2016-08-07,National gasoline prices decreased for eighth consecutive week. Prices are expected to remain low due to supply surplus. US EIA launched a new website.,
2016-08-14,National average retail regular gasoline price decreased for ninth consecutive week; prices remain low due to ongoing shale revolution.,
2016-08-21,National average retail regular gasoline price increased; US energy sector growing with increased domestic crude oil/natural gas production and refining capacity.,
2016-08-28,"National average retail gasoline price increased $0.044/gallon this week, despite a two-year fall due to the 2014 oil price collapse. Short-term outlook: slight rise or continued low prices.",
2016-09-04,"National average retail regular gasoline price decreased; US gasoline prices were lowest in 12 years prior to Labor Day, due to lower crude oil prices, high global inventories, and increased US drilling.",
2016-09-11,National average retail gasoline price decreased; NY Harbor spot price increased. Predictions of stable/decreasing gasoline prices due to supply glut/high inventories. General fact: coal transport can exceed mining cost.,
2016-09-18,"National average retail regular gasoline price increased; influenced by global crude oil prices, refining capacity, production, imports, and the seasonal switch to winter-blend gasoline.",
2016-09-25,National average retail gasoline price decreased slightly to $2.224/gallon; ongoing regional supply/demand imbalances and potential Southeast shortages.,
2016-10-02,National average retail gasoline price increased to $2.245/gallon; prices generally track crude oil. Short-term stable/decreasing prices predicted due to production/inventories; long-term increase due to demand/inventories.,
2016-10-09,National average retail regular gasoline price increased. Short-term predictions for gasoline and general energy prices based on market conditions and inventories.,
2016-10-16,National average retail gasoline price decreased; US crude oil production reached an all-time high.,
2016-10-23,"National average gasoline price decreased to $2.243/gallon. New York State offered Drive Clean Rebate for electric cars. Short-term gasoline prices stable/slightly down, with winter increase expected. Oil prices stable, electric car sales up.",
2016-10-30,"Retail gasoline price decreased. Influencing factors: crude oil/distillate inventories, gasoline production, crude oil imports, US crude oil production. Long-term refinery capacity concerns.",
2016-11-06,National average retail gasoline price increased slightly; NY Harbor spot price decreased. Total motor gasoline inventories decreased.,Recent pipeline disruption causing price fluctuations.
2016-11-13,"National average retail regular gasoline price decreased; crude oil prices and demand affecting gas prices, with Central US having cheapest prices; short-term prices expected to remain low/stable.",
2016-11-20,National average retail gasoline price decreased; residential heating oil and propane prices similar to previous year. Short-term outlook: gasoline prices decrease/stable due to surplus; energy prices fluctuate.,
